block_code,inbound_factory,outbound_factory,inbound_date,outbound_date,length_m,width_m,height_m
B000285,texaco-p-no-6,2dock-f-no-1,2026-01-08,2026-01-13,3.4,11,11.1
B000286,texaco-p-no-2,texaco-f-no-2,2026-01-08,2026-01-14,12.5,20.8,10.1
B000287,1dock-P-no-2,e4-f-no-4,2026-01-08,2026-01-18,2,10.2,3.4
B000288,1dock-P-no-6,2dock-f-no-2,2026-01-08,2026-01-19,74.1,15.4,4.1
B000289,1dock-P-no-1,wharf-f-no-5,2026-01-08,2026-01-20,83.2,16.8,4.8
B000290,e4-p-no-9,e4-f-no-2,2026-01-08,2026-01-20,5.8,14,4.6
B000291,1dock-P-no-1,e4-f-no-2,2026-01-08,2026-02-05,79.2,16.1,4.6
B000292,1dock-P-no-1,texaco-f-no-2,2026-01-09,2026-01-09,2.4,7.9,4.4
B000293,1dock-P-no-2,wharf-f-no-5,2026-01-09,2026-01-09,76.4,16.5,16.4
B000294,1dock-P-no-2,2dock-f-no-2,2026-01-09,2026-01-09,11.2,16.1,3.6
B000295,texaco-p-no-8,texaco-f-no-3,2026-01-09,2026-01-09,4.9,13.2,7.4
B000296,1dock-P-no-1,wharf-f-no-4,2026-01-09,2026-01-10,2.1,8.6,5.7
B000297,1dock-P-no-1,1dock-f-no-1,2026-01-09,2026-01-10,7.4,14.4,4
B000298,2dock-P-no-2,2dock-f-no-1,2026-01-09,2026-01-10,2.4,9.3,4.7
B000299,texaco-p-no-1,texaco-f-no-1,2026-01-09,2026-01-10,81.3,15.2,5
B000300,1dock-P-no-2,wharf-f-no-1,2026-01-09,2026-01-11,7.4,11.3,3.3
B000301,1dock-P-no-7,2dock-f-no-2,2026-01-09,2026-01-11,4.9,13.6,8.9
B000302,2dock-P-no-2,1dock-f-no-1,2026-01-09,2026-01-11,61.9,16.9,6
B000303,texaco-p-no-1,e4-f-no-5,2026-01-09,2026-01-11,69.3,18.1,5.1
B000304,1dock-P-no-2,2dock-f-no-2,2026-01-09,2026-01-12,5.4,7.8,3.2
B000305,1dock-P-no-7,2dock-f-no-2,2026-01-09,2026-01-12,6.2,17.1,4.7
B000306,e4-p-no-5,e4-f-no-4,2026-01-09,2026-01-12,17.8,11.3,10.6
B000307,texaco-p-no-6,e4-f-no-5,2026-01-09,2026-01-12,6,8.1,11.9
B000308,texaco-p-no-8,wharf-f-no-2,2026-01-09,2026-01-12,6.8,16.8,4
B000309,1dock-P-no-1,e4-f-no-3,2026-01-09,2026-01-13,7.9,16.2,9.3
B000310,1dock-P-no-2,wharf-f-no-3,2026-01-09,2026-01-13,5.9,13.5,5.7
B000311,1dock-P-no-5,1dock-f-no-1,2026-01-09,2026-01-13,77.1,13.9,4.5
B000312,2dock-P-no-1,e4-f-no-4,2026-01-09,2026-01-13,2,10.2,3
B000313,2dock-P-no-2,wharf-f-no-2,2026-01-09,2026-01-13,6.7,11.2,11.4
B000314,e4-p-no-1,e4-f-no-5,2026-01-09,2026-01-13,5.6,11.8,3.7
B000315,e4-p-no-1,wharf-f-no-2,2026-01-09,2026-01-13,73.2,16.1,7.7
B000316,e4-p-no-3,e4-f-no-1,2026-01-09,2026-01-13,14.6,19.8,4.6
B000317,e4-p-no-6,e4-f-no-1,2026-01-09,2026-01-13,5.7,9.1,5.7
B000318,e4-p-no-7,e4-f-no-1,2026-01-09,2026-01-13,5.3,11.5,3.3
B000319,texaco-p-no-2,wharf-f-no-2,2026-01-09,2026-01-13,60.9,13.8,17.8
B000320,1dock-P-no-1,wharf-f-no-2,2026-01-09,2026-01-14,64.5,17.6,5.6
B000321,1dock-P-no-1,2dock-f-no-2,2026-01-09,2026-01-14,19.9,11.5,5.9
B000322,2dock-P-no-2,2dock-f-no-1,2026-01-09,2026-01-14,7.9,15.7,4.2
B000323,2dock-P-no-2,wharf-f-no-5,2026-01-09,2026-01-14,4,8.7,8.3
B000324,e4-p-no-1,e4-f-no-2,2026-01-09,2026-01-14,4.5,12.1,5
B000325,texaco-p-no-7,texaco-f-no-3,2026-01-09,2026-01-14,21,10.2,4.9
B000326,texaco-p-no-7,wharf-f-no-1,2026-01-09,2026-01-14,5.2,10.4,3.4
B000327,texaco-p-no-8,texaco-f-no-1,2026-01-09,2026-01-14,6.1,10.2,6.1
B000328,1dock-P-no-2,2dock-f-no-2,2026-01-09,2026-01-16,4.4,11.8,7.4
B000329,1dock-P-no-2,2dock-f-no-2,2026-01-09,2026-01-16,7.8,14.6,4.2
B000330,2dock-P-no-5,texaco-f-no-3,2026-01-09,2026-01-17,13.6,16.7,10.8
B000331,1dock-P-no-2,texaco-f-no-2,2026-01-09,2026-01-22,13.1,18.3,6.1
B000332,2dock-P-no-5,1dock-f-no-1,2026-01-10,2026-01-10,70.8,14.6,3.1
B000333,1dock-P-no-2,e4-f-no-4,2026-01-10,2026-01-11,5.4,10.1,6.1
B000334,texaco-p-no-1,2dock-f-no-1,2026-01-10,2026-01-11,7.8,11.1,9.6
B000335,1dock-P-no-1,e4-f-no-4,2026-01-10,2026-01-12,15.2,16.8,5.9
B000336,2dock-P-no-2,wharf-f-no-4,2026-01-10,2026-01-12,7.9,16.8,7.8
B000337,e4-p-no-3,e4-f-no-5,2026-01-10,2026-01-12,7.4,18.7,5.3
B000338,texaco-p-no-4,texaco-f-no-3,2026-01-10,2026-01-12,4.5,8.2,3.9
B000339,texaco-p-no-5,wharf-f-no-5,2026-01-10,2026-01-12,6.5,12.7,3.8
B000340,1dock-P-no-7,wharf-f-no-3,2026-01-10,2026-01-13,67.4,16.5,5.1
B000341,2dock-P-no-2,wharf-f-no-5,2026-01-10,2026-01-13,13.3,15.5,5.7
B000342,texaco-p-no-4,2dock-f-no-2,2026-01-10,2026-01-13,2.2,9.5,5.6
B000343,texaco-p-no-6,texaco-f-no-2,2026-01-10,2026-01-13,4.8,9.6,4
B000344,1dock-P-no-1,wharf-f-no-3,2026-01-10,2026-01-14,12.3,16.2,3.4
B000345,1dock-P-no-2,1dock-f-no-1,2026-01-10,2026-01-14,4.7,10.9,7.9
B000346,1dock-P-no-2,2dock-f-no-1,2026-01-10,2026-01-14,7.5,13.7,4.7
B000347,1dock-P-no-2,e4-f-no-1,2026-01-10,2026-01-14,11,16,7.2
B000348,1dock-P-no-7,wharf-f-no-5,2026-01-10,2026-01-14,2.1,10.2,4
B000349,2dock-P-no-2,e4-f-no-3,2026-01-10,2026-01-14,2.1,10.1,6.1
B000350,texaco-p-no-5,wharf-f-no-4,2026-01-10,2026-01-14,5.9,10.8,4.5
B000351,1dock-P-no-2,2dock-f-no-1,2026-01-10,2026-01-15,13.7,18.5,9.5
B000352,1dock-P-no-2,2dock-f-no-2,2026-01-10,2026-01-15,6,10.7,13
B000353,2dock-P-no-1,wharf-f-no-3,2026-01-10,2026-01-15,6.9,7.9,11.5
B000354,texaco-p-no-1,wharf-f-no-5,2026-01-10,2026-01-15,6.8,17.2,7.1
B000355,2dock-P-no-2,wharf-f-no-2,2026-01-10,2026-01-16,7.1,8,4.7
B000356,1dock-P-no-2,wharf-f-no-4,2026-01-10,2026-01-24,5.2,12.1,8.3
B000357,texaco-p-no-1,texaco-f-no-3,2026-01-10,2026-01-27,6.1,9.8,8.7
B000358,1dock-P-no-1,wharf-f-no-1,2026-01-11,2026-01-11,5.4,8.4,3
B000359,1dock-P-no-2,texaco-f-no-2,2026-01-11,2026-01-12,4.5,8.5,4.5
B000360,2dock-P-no-2,e4-f-no-5,2026-01-11,2026-01-12,2,9.3,3.9
B000361,e4-p-no-1,e4-f-no-2,2026-01-11,2026-01-12,6,15.8,3.1
B000362,e4-p-no-4,e4-f-no-4,2026-01-11,2026-01-12,4,10,13.3
B000363,2dock-P-no-1,texaco-f-no-3,2026-01-11,2026-01-14,5,13,4.2
B000364,e4-p-no-1,e4-f-no-5,2026-01-11,2026-01-14,15.6,17.7,6.6
B000365,1dock-P-no-2,wharf-f-no-1,2026-01-11,2026-01-15,4.6,10.3,4.9
B000366,1dock-P-no-2,e4-f-no-3,2026-01-11,2026-01-15,5.9,8.4,4.1
B000367,2dock-P-no-2,texaco-f-no-3,2026-01-11,2026-01-15,6.2,13.4,4.4
B000368,texaco-p-no-2,texaco-f-no-2,2026-01-11,2026-01-15,78.1,13.9,3.7
B000369,1dock-P-no-2,wharf-f-no-3,2026-01-12,2026-01-12,7.2,18.1,5
B000370,1dock-P-no-2,2dock-f-no-1,2026-01-12,2026-01-12,2,8.5,5.8
B000371,e4-p-no-4,e4-f-no-4,2026-01-12,2026-01-12,2,8.8,4.6
B000372,texaco-p-no-3,wharf-f-no-1,2026-01-12,2026-01-12,80.4,16.2,5.8
B000373,1dock-P-no-2,2dock-f-no-2,2026-01-12,2026-01-13,64.5,18.2,5.9
B000374,1dock-P-no-2,e4-f-no-2,2026-01-12,2026-01-13,4.4,11.4,4.5
B000375,1dock-P-no-7,wharf-f-no-1,2026-01-12,2026-01-13,7.8,12.8,10.8
B000376,2dock-P-no-2,2dock-f-no-2,2026-01-12,2026-01-13,6.6,13.2,5.1
B000377,e4-p-no-1,texaco-f-no-3,2026-01-12,2026-01-13,6.8,10.4,4.7
B000378,e4-p-no-3,texaco-f-no-2,2026-01-12,2026-01-13,6.6,15.6,4.7
B000379,e4-p-no-4,texaco-f-no-2,2026-01-12,2026-01-13,18.9,10.2,3.8
B000380,e4-p-no-5,1dock-f-no-1,2026-01-12,2026-01-13,14.7,16,15.2
B000381,2dock-P-no-2,2dock-f-no-2,2026-01-12,2026-01-14,4.2,9.9,6.2
B000382,2dock-P-no-3,2dock-f-no-2,2026-01-12,2026-01-14,7.3,17.5,4.5
B000383,1dock-P-no-2,texaco-f-no-2,2026-01-12,2026-01-15,58.6,14.4,3.2
B000384,1dock-P-no-2,2dock-f-no-1,2026-01-12,2026-01-15,76.6,18.3,8.1
B000385,1dock-P-no-2,wharf-f-no-5,2026-01-12,2026-01-15,4.4,11.9,8.6
B000386,2dock-P-no-1,e4-f-no-2,2026-01-12,2026-01-15,2,9.6,9.4
B000387,1dock-P-no-1,wharf-f-no-3,2026-01-12,2026-01-16,2.2,9.1,4.6
B000388,1dock-P-no-1,wharf-f-no-1,2026-01-12,2026-01-16,67.4,17.2,7.1
B000389,1dock-P-no-2,wharf-f-no-1,2026-01-12,2026-01-16,4.2,8.6,4.7
B000390,1dock-P-no-2,2dock-f-no-1,2026-01-12,2026-01-16,4,9.7,6.2
B000391,1dock-P-no-2,e4-f-no-3,2026-01-12,2026-01-16,5.2,9.6,5.4
B000392,1dock-P-no-2,wharf-f-no-5,2026-01-12,2026-01-16,70.5,16.2,9.3
B000393,1dock-P-no-2,2dock-f-no-2,2026-01-12,2026-01-16,19.1,10.1,5.5
B000394,1dock-P-no-2,texaco-f-no-1,2026-01-12,2026-01-16,2,9.4,3.5
B000395,2dock-P-no-1,2dock-f-no-1,2026-01-12,2026-01-16,11.3,19.2,3.3
B000396,2dock-P-no-1,1dock-f-no-1,2026-01-12,2026-01-16,7.1,8,11
B000397,2dock-P-no-2,texaco-f-no-3,2026-01-12,2026-01-16,13.7,16.5,4.6
B000398,2dock-P-no-2,2dock-f-no-2,2026-01-12,2026-01-16,7.1,18.8,4.2
B000399,e4-p-no-1,e4-f-no-2,2026-01-12,2026-01-16,4.1,12.7,6
B000400,e4-p-no-6,e4-f-no-4,2026-01-12,2026-01-16,16.2,10.9,4.7
B000401,1dock-P-no-2,wharf-f-no-5,2026-01-12,2026-01-17,14.1,16,6.1
B000402,1dock-P-no-2,wharf-f-no-1,2026-01-12,2026-01-17,11.3,18,3.1
B000403,1dock-P-no-2,2dock-f-no-1,2026-01-12,2026-01-17,4.5,8.9,4.2
B000404,1dock-P-no-2,e4-f-no-1,2026-01-12,2026-01-17,12.2,16.9,3.1
B000405,e4-p-no-4,e4-f-no-4,2026-01-12,2026-01-17,4.5,9.1,3.8
B000406,1dock-P-no-2,texaco-f-no-1,2026-01-12,2026-01-18,6.6,9.7,5.1
B000407,1dock-P-no-2,e4-f-no-3,2026-01-12,2026-01-18,81,18.4,5.6
B000408,1dock-P-no-1,2dock-f-no-1,2026-01-12,2026-01-20,5.9,16.5,3
B000409,2dock-P-no-2,e4-f-no-1,2026-01-12,2026-01-20,7.8,15.7,4.7
B000410,1dock-P-no-2,1dock-f-no-1,2026-01-13,2026-01-13,6.4,15.3,6.2
B000411,2dock-P-no-3,2dock-f-no-2,2026-01-13,2026-01-13,6.4,9.8,4.9
B000412,1dock-P-no-1,texaco-f-no-3,2026-01-13,2026-01-14,2,10.4,3.7
B000413,1dock-P-no-1,wharf-f-no-2,2026-01-13,2026-01-14,14.6,18,3.5
B000414,1dock-P-no-5,2dock-f-no-2,2026-01-13,2026-01-14,4.7,13.4,5.2
B000415,1dock-P-no-7,1dock-f-no-1,2026-01-13,2026-01-14,7.8,17.9,3.2
B000416,e4-p-no-3,e4-f-no-1,2026-01-13,2026-01-14,6.7,12.7,6
B000417,1dock-P-no-2,wharf-f-no-4,2026-01-13,2026-01-15,18.1,11.2,9.9
B000418,1dock-P-no-7,wharf-f-no-2,2026-01-13,2026-01-15,13.1,18.2,4.5
B000419,2dock-P-no-1,wharf-f-no-4,2026-01-13,2026-01-15,7.7,10.9,4.8
B000420,texaco-p-no-7,1dock-f-no-1,2026-01-13,2026-01-15,75.2,14.8,4
B000421,1dock-P-no-1,1dock-f-no-1,2026-01-13,2026-01-16,3.8,9.9,5
B000422,1dock-P-no-2,wharf-f-no-2,2026-01-13,2026-01-16,4.3,10.8,8.5
B000423,1dock-P-no-7,wharf-f-no-2,2026-01-13,2026-01-16,66.3,14.4,6.4
B000424,e4-p-no-8,2dock-f-no-1,2026-01-13,2026-01-16,6,16.5,9.9
B000425,texaco-p-no-1,texaco-f-no-1,2026-01-13,2026-01-16,7.9,11.2,6.1
B000426,texaco-p-no-4,texaco-f-no-3,2026-01-13,2026-01-16,79.5,14.2,5.8
B000427,texaco-p-no-7,e4-f-no-3,2026-01-13,2026-01-16,5.5,12.9,9.2
B000428,texaco-p-no-7,2dock-f-no-2,2026-01-13,2026-01-16,8,17,8.3
B000429,1dock-P-no-1,texaco-f-no-3,2026-01-13,2026-01-17,6.5,10.1,10
B000430,1dock-P-no-2,1dock-f-no-1,2026-01-13,2026-01-17,8.2,15,4.4
B000431,2dock-P-no-1,texaco-f-no-3,2026-01-13,2026-01-17,8.4,15.6,6
B000432,2dock-P-no-1,wharf-f-no-2,2026-01-13,2026-01-17,5.8,11.5,4.4
B000433,2dock-P-no-4,wharf-f-no-5,2026-01-13,2026-01-17,14.5,19.5,4.2
B000434,e4-p-no-1,wharf-f-no-4,2026-01-13,2026-01-17,5.2,12.6,11
B000435,e4-p-no-1,e4-f-no-5,2026-01-13,2026-01-17,5.1,7.8,3.8
B000436,e4-p-no-1,e4-f-no-4,2026-01-13,2026-01-17,2,9.6,8.7
B000437,e4-p-no-7,e4-f-no-1,2026-01-13,2026-01-17,2,7.9,6.9
B000438,texaco-p-no-1,texaco-f-no-3,2026-01-13,2026-01-17,5.9,10.7,7.9
B000439,1dock-P-no-1,e4-f-no-3,2026-01-13,2026-01-18,15.3,18.1,4
B000440,1dock-P-no-1,wharf-f-no-1,2026-01-13,2026-01-18,2,8.5,6.2
B000441,1dock-P-no-2,2dock-f-no-1,2026-01-13,2026-01-18,20.1,8.8,14.1
B000442,1dock-P-no-6,2dock-f-no-1,2026-01-13,2026-01-18,6.3,12,4
B000443,2dock-P-no-2,wharf-f-no-2,2026-01-13,2026-01-18,7.3,18.2,3.6
B000444,e4-p-no-1,wharf-f-no-5,2026-01-13,2026-01-18,5.4,8.3,4.9
B000445,texaco-p-no-1,texaco-f-no-1,2026-01-13,2026-01-18,12.1,16.9,6.1
B000446,texaco-p-no-8,texaco-f-no-2,2026-01-13,2026-01-18,11.5,17.1,5.2
B000447,e4-p-no-1,e4-f-no-1,2026-01-13,2026-01-20,4.6,10.4,5.2
B000448,1dock-P-no-1,wharf-f-no-1,2026-01-13,2026-01-21,4.2,9.1,6.5
B000449,2dock-P-no-1,2dock-f-no-1,2026-01-13,2026-01-21,5.2,9.3,3.5
B000450,2dock-P-no-2,e4-f-no-1,2026-01-13,2026-01-21,4.4,10.2,10.9
B000451,e4-p-no-9,e4-f-no-1,2026-01-13,2026-01-22,6,19.1,5.9
B000452,1dock-P-no-1,2dock-f-no-2,2026-01-13,2026-01-23,7.7,16.3,4.3
B000453,1dock-P-no-1,e4-f-no-1,2026-01-13,2026-01-24,12.4,15.7,5.1
B000454,1dock-P-no-1,2dock-f-no-1,2026-01-14,2026-01-14,6,10.6,10.6
B000455,1dock-P-no-7,texaco-f-no-2,2026-01-14,2026-01-14,17.8,8.9,4.9
B000456,2dock-P-no-5,texaco-f-no-2,2026-01-14,2026-01-14,5.6,10.3,8.3
B000457,1dock-P-no-1,1dock-f-no-1,2026-01-14,2026-01-15,2,9.9,3.6
B000458,1dock-P-no-2,wharf-f-no-2,2026-01-14,2026-01-15,19.8,10.4,3.7
B000459,1dock-P-no-2,wharf-f-no-2,2026-01-14,2026-01-15,5.3,7.9,3.2
B000460,1dock-P-no-2,2dock-f-no-2,2026-01-14,2026-01-15,12.3,15.8,5.2
B000461,1dock-P-no-7,wharf-f-no-4,2026-01-14,2026-01-15,3.5,11.4,4.2
B000462,1dock-P-no-7,2dock-f-no-1,2026-01-14,2026-01-15,5.8,15.4,3.9
B000463,2dock-P-no-1,wharf-f-no-3,2026-01-14,2026-01-15,8.1,10.9,3.7
B000464,texaco-p-no-1,texaco-f-no-1,2026-01-14,2026-01-15,2,10.1,10.5
B000465,texaco-p-no-3,e4-f-no-1,2026-01-14,2026-01-15,5.5,9.7,4.1
B000466,e4-p-no-4,e4-f-no-5,2026-01-14,2026-01-16,5.1,9.7,10.2
B000467,1dock-P-no-1,2dock-f-no-2,2026-01-14,2026-01-17,8,13.5,12.5
B000468,1dock-P-no-2,wharf-f-no-3,2026-01-14,2026-01-17,6.7,13.3,5.4
B000469,1dock-P-no-2,wharf-f-no-3,2026-01-14,2026-01-17,2,10.4,6
B000470,1dock-P-no-2,e4-f-no-1,2026-01-14,2026-01-17,4.3,8.5,11.6
B000471,e4-p-no-1,e4-f-no-5,2026-01-14,2026-01-17,4.2,10,17
B000472,1dock-P-no-1,wharf-f-no-1,2026-01-14,2026-01-18,2.4,9.8,3.3
B000473,1dock-P-no-1,1dock-f-no-1,2026-01-14,2026-01-18,4.4,13.2,5.3
B000474,1dock-P-no-2,e4-f-no-5,2026-01-14,2026-01-18,2,8.1,5.5
B000475,1dock-P-no-2,e4-f-no-2,2026-01-14,2026-01-18,60.6,16.3,4.5
B000476,1dock-P-no-2,wharf-f-no-3,2026-01-14,2026-01-18,3.5,11.5,6.4
B000477,1dock-P-no-2,2dock-f-no-1,2026-01-14,2026-01-18,2.1,8,3.1
B000478,1dock-P-no-3,2dock-f-no-2,2026-01-14,2026-01-18,3.8,11.3,5.1
B000479,1dock-P-no-3,1dock-f-no-1,2026-01-14,2026-01-18,5.8,10.4,5.7
B000480,1dock-P-no-4,wharf-f-no-2,2026-01-14,2026-01-18,6.6,15.4,4.6
B000481,1dock-P-no-7,2dock-f-no-1,2026-01-14,2026-01-18,5,13.5,12.6
B000482,2dock-P-no-1,wharf-f-no-3,2026-01-14,2026-01-18,79.2,15.1,4.2
B000483,2dock-P-no-2,wharf-f-no-1,2026-01-14,2026-01-18,5.3,9.7,11.6
B000484,e4-p-no-7,e4-f-no-4,2026-01-14,2026-01-18,6.1,9.4,4
B000485,texaco-p-no-7,wharf-f-no-5,2026-01-14,2026-01-18,5.5,10,6.6
B000486,1dock-P-no-1,wharf-f-no-4,2026-01-14,2026-01-19,18.2,10.6,6.1
B000487,1dock-P-no-1,e4-f-no-2,2026-01-14,2026-01-19,4.2,9.4,5.9
B000488,1dock-P-no-2,wharf-f-no-3,2026-01-14,2026-01-19,5.6,9.1,3.4
B000489,1dock-P-no-2,1dock-f-no-1,2026-01-14,2026-01-19,2,10.2,3.2
B000490,e4-p-no-1,e4-f-no-2,2026-01-14,2026-01-19,2.3,10,5.1
B000491,e4-p-no-1,e4-f-no-5,2026-01-14,2026-01-19,7.1,7.9,13.4
B000492,e4-p-no-8,1dock-f-no-1,2026-01-14,2026-01-19,2.2,9.4,4.3
B000493,texaco-p-no-1,texaco-f-no-2,2026-01-14,2026-01-19,4.5,8.1,4.4
B000494,texaco-p-no-1,2dock-f-no-2,2026-01-14,2026-01-19,5.3,8.1,11.4
B000495,2dock-P-no-1,wharf-f-no-3,2026-01-14,2026-01-26,18.1,10.3,16.6
B000496,e4-p-no-8,wharf-f-no-1,2026-01-14,2026-02-11,4.5,9.9,4.7
B000497,1dock-P-no-1,2dock-f-no-2,2026-01-15,2026-01-15,6.9,16.4,16.5
B000498,1dock-P-no-1,texaco-f-no-3,2026-01-15,2026-01-15,79.2,16.1,10.9
B000499,1dock-P-no-2,e4-f-no-5,2026-01-15,2026-01-15,17,10.8,3.3
B000500,2dock-P-no-1,e4-f-no-2,2026-01-15,2026-01-15,2.2,9.7,6.5
B000501,2dock-P-no-1,wharf-f-no-4,2026-01-15,2026-01-15,6.7,12.7,11.3
B000502,e4-p-no-1,1dock-f-no-1,2026-01-15,2026-01-15,2.1,7.9,5.8
B000503,e4-p-no-2,e4-f-no-4,2026-01-15,2026-01-15,6.9,10.3,5.3
B000504,e4-p-no-4,e4-f-no-1,2026-01-15,2026-01-15,5.2,8.6,3.9
B000505,e4-p-no-9,e4-f-no-1,2026-01-15,2026-01-15,7.8,15,7
B000506,texaco-p-no-4,texaco-f-no-1,2026-01-15,2026-01-15,69.8,16.3,6.1
B000507,1dock-P-no-1,1dock-f-no-1,2026-01-15,2026-01-16,6.6,13.6,6.1
B000508,1dock-P-no-2,texaco-f-no-1,2026-01-15,2026-01-16,7.2,11.5,8.5
B000509,1dock-P-no-2,texaco-f-no-3,2026-01-15,2026-01-16,3.7,11.4,5.1
B000510,1dock-P-no-7,wharf-f-no-3,2026-01-15,2026-01-16,5.2,13.4,6
B000511,e4-p-no-7,2dock-f-no-2,2026-01-15,2026-01-16,4.4,13.5,6.2
B000512,texaco-p-no-1,texaco-f-no-3,2026-01-15,2026-01-16,5.5,12,4
B000513,texaco-p-no-3,texaco-f-no-2,2026-01-15,2026-01-16,5.6,10.3,5.2
B000514,texaco-p-no-3,texaco-f-no-1,2026-01-15,2026-01-16,3.5,9.9,6.7
B000515,1dock-P-no-1,1dock-f-no-1,2026-01-15,2026-01-17,18.6,9.1,3.6
B000516,1dock-P-no-2,2dock-f-no-1,2026-01-15,2026-01-17,7.9,13.6,11.7
B000517,1dock-P-no-2,e4-f-no-1,2026-01-15,2026-01-17,3.6,9.2,9.9
B000518,e4-p-no-3,e4-f-no-1,2026-01-15,2026-01-17,7.3,16.1,3.3
B000519,1dock-P-no-2,e4-f-no-1,2026-01-15,2026-01-18,5.9,9.7,3.5
B000520,1dock-P-no-2,wharf-f-no-1,2026-01-15,2026-01-18,6.2,19.7,5.5
B000521,e4-p-no-2,e4-f-no-2,2026-01-15,2026-01-18,15.1,18.8,4.7
B000522,texaco-p-no-1,2dock-f-no-2,2026-01-15,2026-01-18,2.4,8.9,4.5
B000523,1dock-P-no-1,e4-f-no-1,2026-01-15,2026-01-19,2.3,9.3,4.6
B000524,1dock-P-no-1,wharf-f-no-4,2026-01-15,2026-01-19,15.1,9.8,7.6
B000525,1dock-P-no-2,e4-f-no-1,2026-01-15,2026-01-19,5.6,8.2,3.9
B000526,1dock-P-no-2,texaco-f-no-2,2026-01-15,2026-01-19,8,18.4,5.8
B000527,1dock-P-no-2,wharf-f-no-3,2026-01-15,2026-01-19,3.4,9.7,6.6
B000528,1dock-P-no-7,2dock-f-no-2,2026-01-15,2026-01-19,10.9,15.9,4.7
B000529,2dock-P-no-1,texaco-f-no-3,2026-01-15,2026-01-19,5.7,11,4.7
B000530,2dock-P-no-1,wharf-f-no-5,2026-01-15,2026-01-19,11.5,17.5,4.8
B000531,2dock-P-no-2,wharf-f-no-4,2026-01-15,2026-01-19,4.5,7.8,7.1
B000532,1dock-P-no-2,e4-f-no-3,2026-01-15,2026-01-20,6.4,17,8.4
B000533,1dock-P-no-2,wharf-f-no-2,2026-01-15,2026-01-20,4.9,9.7,3.5
B000534,1dock-P-no-2,wharf-f-no-4,2026-01-15,2026-01-20,12.7,20.6,5
B000535,1dock-P-no-2,2dock-f-no-2,2026-01-15,2026-01-20,5.3,10.3,4.3
B000536,1dock-P-no-2,e4-f-no-1,2026-01-15,2026-01-20,8,14.5,6.1
B000537,1dock-P-no-2,e4-f-no-3,2026-01-15,2026-01-20,4.3,9.4,3.7
B000538,1dock-P-no-2,wharf-f-no-1,2026-01-15,2026-01-20,7.2,9.6,4.7
B000539,1dock-P-no-7,wharf-f-no-1,2026-01-15,2026-01-20,2.1,9.3,13.7
B000540,2dock-P-no-1,2dock-f-no-1,2026-01-15,2026-01-20,8,18.2,5.8
B000541,e4-p-no-1,wharf-f-no-3,2026-01-15,2026-01-20,6.8,16,6
B000542,e4-p-no-1,e4-f-no-2,2026-01-15,2026-01-20,7.6,10.7,6.1
B000543,e4-p-no-1,e4-f-no-3,2026-01-15,2026-01-20,5,10,10.7
B000544,texaco-p-no-1,e4-f-no-3,2026-01-15,2026-01-20,8.2,15.1,4.3
B000545,texaco-p-no-8,wharf-f-no-2,2026-01-15,2026-01-20,17.2,8.8,5.3
B000546,1dock-P-no-1,texaco-f-no-1,2026-01-15,2026-01-23,5.8,11,6.3
B000547,1dock-P-no-1,2dock-f-no-2,2026-01-15,2026-01-25,7.1,13.6,5.2
B000548,e4-p-no-2,wharf-f-no-2,2026-01-15,2026-02-04,12.9,18.6,11.3
B000549,1dock-P-no-2,wharf-f-no-5,2026-01-16,2026-01-16,2.4,9.2,3.7
B000550,1dock-P-no-2,2dock-f-no-2,2026-01-16,2026-01-16,13,16.6,4.1
B000551,1dock-P-no-7,1dock-f-no-1,2026-01-16,2026-01-16,7.6,13.5,5
B000552,2dock-P-no-1,wharf-f-no-2,2026-01-16,2026-01-16,6.5,10.2,7.5
B000553,1dock-P-no-1,1dock-f-no-1,2026-01-16,2026-01-17,21.3,9.4,3.5
B000554,1dock-P-no-5,1dock-f-no-1,2026-01-16,2026-01-17,6,8.2,5.4
B000555,e4-p-no-1,e4-f-no-5,2026-01-16,2026-01-17,60.7,17.2,7.4
B000556,texaco-p-no-4,e4-f-no-4,2026-01-16,2026-01-17,5.5,10.2,10.9
B000557,texaco-p-no-9,e4-f-no-2,2026-01-16,2026-01-18,5.9,12.5,5.7
B000558,texaco-p-no-9,wharf-f-no-5,2026-01-16,2026-01-18,4,10.1,13.8
B000559,1dock-P-no-2,wharf-f-no-4,2026-01-16,2026-01-19,4.4,9.4,4.9
B000560,1dock-P-no-2,wharf-f-no-3,2026-01-16,2026-01-19,2.4,9.2,4
B000561,1dock-P-no-2,2dock-f-no-1,2026-01-16,2026-01-19,65,18.5,3.3
B000562,1dock-P-no-7,wharf-f-no-4,2026-01-16,2026-01-19,6.7,12.6,4.2
B000563,2dock-P-no-5,1dock-f-no-1,2026-01-16,2026-01-19,6.2,16,9.7
B000564,1dock-P-no-1,e4-f-no-4,2026-01-16,2026-01-20,4.7,10.7,3.3
B000565,1dock-P-no-2,wharf-f-no-1,2026-01-16,2026-01-20,6.5,17.5,5.1
B000566,1dock-P-no-3,e4-f-no-3,2026-01-16,2026-01-20,5.8,11.9,5.6
B000567,1dock-P-no-7,2dock-f-no-1,2026-01-16,2026-01-20,7.6,12.8,3.1
B000568,2dock-P-no-1,e4-f-no-3,2026-01-16,2026-01-20,2,9,6.4
B000569,2dock-P-no-3,texaco-f-no-3,2026-01-16,2026-01-20,6,11.4,10.7
